Event	ID	Name			Wwise Object Path	Notes
	742274067	Play_SandWalk			\Default Work Unit\Joueur\Deplacement\Play_SandWalk	
	816640623	Play_SandRun			\Default Work Unit\Joueur\Deplacement\Play_SandRun	
	856797194	Play_WoodRunCrack			\Default Work Unit\Joueur\Deplacement\Play_WoodRunCrack	
	1139538480	Play_AMB_Crackle			\Default Work Unit\Ambiance\Play_AMB_Crackle	
	1653748802	Play_StoneWalk			\Default Work Unit\Joueur\Deplacement\Play_StoneWalk	
	1662667678	Play_WoodWalk			\Default Work Unit\Joueur\Deplacement\Play_WoodWalk	
	2252945843	Play_DownedBreath			\Default Work Unit\Joueur\Etats\Play_DownedBreath	
	2582806196	Play_AMB_Sandfall			\Default Work Unit\Ambiance\Play_AMB_Sandfall	
	2634720353	Play_AMB_EerieWhistle			\Default Work Unit\Ambiance\Play_AMB_EerieWhistle	
	2825354540	Play_WoodWalkCrack			\Default Work Unit\Joueur\Deplacement\Play_WoodWalkCrack	
	2959353627	Play_AMB_LoudWind			\Default Work Unit\Ambiance\Play_AMB_LoudWind	
	3061483191	Play_DownedHeartbeat			\Default Work Unit\Joueur\Etats\Play_DownedHeartbeat	
	3459422151	Play_OutOfBreath			\Default Work Unit\Joueur\Etats\Play_OutOfBreath	
	3882989320	Play_WoodRun			\Default Work Unit\Joueur\Deplacement\Play_WoodRun	
	3931500340	Play_StoneRun			\Default Work Unit\Joueur\Deplacement\Play_StoneRun	
	4002417895	Play_CrazyStatus			\Default Work Unit\Joueur\Etats\Play_CrazyStatus	

Switch Group	ID	Name			Wwise Object Path	Notes
	3865314626	Material			\Default Work Unit\Material	
	3995124918	EnnemyMovement			\Default Work Unit\EnnemyMovement	

Switch	ID	Name	Switch Group			Notes
	803837735	Sand	Material			
	1031440768	WoodCrack	Material			
	1216965916	Stone	Material			
	2058049674	Wood	Material			
	712161704	Run	EnnemyMovement			
	2108779966	Walk	EnnemyMovement			

Audio Bus	ID	Name			Wwise Object Path	Notes
	2246998526	Main Audio Bus			\Default Work Unit\Main Audio Bus	

Effect plug-ins	ID	Name	Type				Notes
	108070285	DownedHeartbeat 1	.cache\9B\{9B9389DC-F3B8-CC52-DA84-F7B46C30D73D}.wem		\Containers\Default Work Unit\Joueur\Etats\DownedHeartbeat\DownedHeartbeat 1		204856
	111688257	DownedHeartbeat 6	.cache\D0\{D0712045-23DF-7ABB-91DA-1296BBFB1FB2}.wem		\Containers\Default Work Unit\Joueur\Etats\DownedHeartbeat\DownedHeartbeat 6		198256
	114231804	PlayerDying 3	.cache\8D\{8DBBF61F-1AF5-7D41-A956-3D2060C596AD}.wem		\Containers\Default Work Unit\Joueur\Feedbacks\PlayerDying\PlayerDying 3		102412
	114397212	FootstepsWoodRun 18	.cache\89\{8959135B-E3A7-56CC-40AC-0BEBE736EC35}.wem		\Containers\Default Work Unit\Joueur\Deplacement\Run\WoodRun\FootstepsWoodRun 18		53536
	119088602	FootstepsBasicEnnemyRun 1	.cache\8D\{8DC58D65-DF3D-3D14-B410-68C4D44A93BF}.wem		\Containers\Default Work Unit\Ennemis\Fidele\BasicEnnemyMovement\BasicEnnemyRun\FootstepsBasicEnnemyRun 1		46352
	122144981	AMB_Crackle6-01	.cache\10\{10EFA247-1F9C-93F1-20BB-C5BD81BA5063}.wem		\Containers\Default Work Unit\Ambiance\AMB_Crackle\AMB_Crackle6-01		1017696
	153202755	FootstepsWoodRun 8	.cache\3B\{3B0C44E1-33EB-2093-C007-865018E78BF0}.wem		\Containers\Default Work Unit\Joueur\Deplacement\Run\WoodRun\FootstepsWoodRun 8		59552
	165708073	PlayerDying 2	.cache\A2\{A2633BB8-6390-90F4-4EB4-29AFF617D6EE}.wem		\Containers\Default Work Unit\Joueur\Feedbacks\PlayerDying\PlayerDying 2		136884
	166799515	FIDELE_ATTACK_1	.cache\4E\{4E97518C-AAD6-6187-6E4C-CC803664292C}.wem		\Containers\Default Work Unit\Ennemis\Fidele\BasicEnnemyAttack\FIDELE_ATTACK_1		435552
	173846091	FootstepsBasicEnnemyRun 14	.cache\E7\{E7D2BA5C-F44D-1C14-2E24-9B5C967D01CF}.wem		\Containers\Default Work Unit\Ennemis\Fidele\BasicEnnemyMovement\BasicEnnemyRun\FootstepsBasicEnnemyRun 14		48944
	185441988	FootstepsStoneRun 6	.cache\19\{19DACCBB-24D0-4E44-27F1-C1EC3AF8C918}.wem		\Containers\Default Work Unit\Joueur\Deplacement\Run\StoneRun\FootstepsStoneRun 6		56784
	195665557	FootstepsStoneRun 11	.cache\96\{968BC5BB-E3EC-9090-E7B5-E9C72246B14B}.wem		\Containers\Default Work Unit\Joueur\Deplacement\Run\StoneRun\FootstepsStoneRun 11		66032
	201842153	FootstepsWoodRun 20	.cache\C9\{C93EE898-D5E2-35D0-FB19-51D938832594}.wem		\Containers\Default Work Unit\Joueur\Deplacement\Run\WoodRun\FootstepsWoodRun 20		60512
	203374027	Trap_Pressure 2	.cache\C9\{C99862A6-61C6-86CE-6193-66FD56F45402}.wem		\Containers\Default Work Unit\Objets\Elements de LD\Trap\Trap_Pressure\Trap_Pressure 2		184420
	204860484	FootstepsWoodRun 11	.cache\CC\{CC0CE62B-670F-9EF0-8428-69B3619A552D}.wem		\Containers\Default Work Unit\Joueur\Deplacement\Run\WoodRun\FootstepsWoodRun 11		58544
	215028229	FootstepsStoneRun 15	.cache\09\{0952EDFE-A7CF-80B2-1415-DF2E25E61BB8}.wem		\Containers\Default Work Unit\Joueur\Deplacement\Run\StoneRun\FootstepsStoneRun 15		70720
	215911120	Roll 1	.cache\59\{59022E95-0808-DB26-8E38-8CB184711BA3}.wem		\Containers\Default Work Unit\Joueur\Deplacement\Roll\Roll 1		33632
	216827798	DownedBreath 8	.cache\10\{10D15F3A-5259-AA48-F84C-0AA2943F5A1E}.wem		\Containers\Default Work Unit\Joueur\Etats\DownedBreath\DownedBreath 8		211296
	220434834	BoneMovement 6102_63_6	.cache\18\{182164C1-3690-9266-7292-F1D56D1EE096}.wem		\Containers\Default Work Unit\Objets\Elements de LD\Trap\Trap_Bone\BoneMovement 6102_63_6		262240
	221390978	Palanquin_Inventory 4	.cache\E8\{E856C60C-5E3F-D6F9-1CF5-2AFA83BBBCAA}.wem		\Containers\Default Work Unit\Objets\Elements de LD\Palanquin\Palanquin_Calling\Palanquin_Inventory 4		1439840
	227490105	FootstepsBasicEnnemyRun 12	.cache\D7\{D749F4F2-AA9C-795D-66FB-30A771C0ECA8}.wem		\Containers\Default Work Unit\Ennemis\Fidele\BasicEnnemyMovement\BasicEnnemyRun\FootstepsBasicEnnemyRun 12		53168
	227987791	Palanquin_Start 4	.cache\02\{025E4663-FEEC-1039-FBB8-55B5FC4E55B7}.wem		\Containers\Default Work Unit\Objets\Elements de LD\Palanquin\Palanquin\Palanquin_Start\Palanquin_Start 4		540768
	231986240	DownedFall 4	.cache\A7\{A7CB0676-E956-16F7-E2A0-BA9809110B63}.wem		\Containers\Default Work Unit\Joueur\Feedbacks\DownedFall\DownedFall 4		215136
	233443900	ZELOTH_MAIN (2)	.cache\CF\{CF26AFE9-0107-9392-B428-19001DD473A5}.wem		\Containers\Default Work Unit\Ennemis\Zeloth\Zeloth_Idle\ZELOTH_MAIN (2)		914016
	249555483	FootstepsBasicEnnemyRun 10	.cache\36\{360B13BC-A75C-BB3D-E9DA-E581D46757DD}.wem		\Containers\Default Work Unit\Ennemis\Fidele\BasicEnnemyMovement\BasicEnnemyRun\FootstepsBasicEnnemyRun 10		50816
	254982589	FIDELE_ATTACK_3	.cache\81\{815496B5-7FBC-A160-3FDC-F56A715AA63D}.wem		\Containers\Default Work Unit\Ennemis\Fidele\BasicEnnemyAttack\FIDELE_ATTACK_3		437344
	260955044	DownedHeartbeat 7	.cache\E7\{E7ABB31B-60FC-4830-011C-5D7D2374E982}.wem		\Containers\Default Work Unit\Joueur\Etats\DownedHeartbeat\DownedHeartbeat 7		186304
	264105844	DamagesHit	.cache\CB\{CBA2DAA9-5AAE-FC54-CE3B-19D416BCA947}.wem		\Containers\Default Work Unit\Joueur\Feedbacks\DamagesHit\DamagesHit		95220
	264407934	AMB_Crackle5-01	.cache\41\{415CC335-B9CC-5716-9519-61245AF52D30}.wem		\Containers\Default Work Unit\Ambiance\AMB_Crackle\AMB_Crackle5-01		558816
	268505134	Palanquin_End 3	.cache\4F\{4FB7388E-595A-2A18-5577-D9660461A963}.wem		\Containers\Default Work Unit\Objets\Elements de LD\Palanquin\Palanquin\Palanquin_End\Palanquin_End 3		465700
	269450443	Palanquin_Empty 3	.cache\F1\{F1EC1FA8-8928-BAE1-820C-7A7E119F4E8A}.wem		\Containers\Default Work Unit\Objets\Elements de LD\Palanquin\Palanquin_Empty\Palanquin_Empty 3		267568
	272892538	OutOfBreath 8	.cache\5E\{5EF29464-78D1-8F43-843D-80254C0EC616}.wem		\Containers\Default Work Unit\Joueur\Etats\OutOfBreath\OutOfBreath 8		74144
	274995480	AMB_Sand3	.cache\C4\{C4D4886A-88DA-A704-D6F8-85F5DE80E270}.wem		\Containers\Default Work Unit\Ambiance\AMB_Sandfall\AMB_Sand3		928452
	275003731	Palanquin_Empty 2	.cache\F2\{F2B435A6-4E7F-466F-895B-E5AA4D045EF9}.wem		\Containers\Default Work Unit\Objets\Elements de LD\Palanquin\Palanquin_Empty\Palanquin_Empty 2		288840
	281091351	FootstepsWoodRun 15	.cache\0B\{0BDDDC9F-8C65-2D42-0D5D-56700493E21B}.wem		\Containers\Default Work Unit\Joueur\Deplacement\Run\WoodRun\FootstepsWoodRun 15		55856
	281151790	OutOfBreath 11	.cache\FB\{FBEE2B6A-6D87-A52B-29B5-5FAC29397BC6}.wem		\Containers\Default Work Unit\Joueur\Etats\OutOfBreath\OutOfBreath 11		75116
	282780422	FootstepsSandRun 15	.cache\3F\{3F7CEB23-E4DF-B95B-3233-6118485D170E}.wem		\Containers\Default Work Unit\Joueur\Deplacement\Run\SandRun\FootstepsSandRun 15		48384
	294569269	FootstepsBasicEnnemyRun 7	.cache\25\{25870F01-D86A-7B3E-9388-1DBEC05F9827}.wem		\Containers\Default Work Unit\Ennemis\Fidele\BasicEnnemyMovement\BasicEnnemyRun\FootstepsBasicEnnemyRun 7		50752
	315756396	Palanquin_End 2	.cache\EF\{EFE0455D-B59F-79CC-6E82-82FF398A0BC0}.wem		\Containers\Default Work Unit\Objets\Elements de LD\Palanquin\Palanquin\Palanquin_End\Palanquin_End 2		571492
	327833139	FootstepsEliteEnnemyRun 3	.cache\35\{35C6D972-A010-44B2-2BAC-5992440B9487}.wem		\Containers\Default Work Unit\Ennemis\Zeloth\EliteEnnemyMovement\EliteEnnemyRun\FootstepsEliteEnnemyRun 3		45652
	331545351	DownedBreath 5	.cache\CB\{CB29EDFD-8FF4-5B40-9922-0CB08CB814D6}.wem		\Containers\Default Work Unit\Joueur\Etats\DownedBreath\DownedBreath 5		126816
	337621557	Palanquin_Empty 1	.cache\A6\{A65C5C8A-B580-E71B-BC9D-E45E29DF1301}.wem		\Containers\Default Work Unit\Objets\Elements de LD\Palanquin\Palanquin_Empty\Palanquin_Empty 1		338016
	351180192	Door_Open2	.cache\9B\{9B02ADC2-F534-DCAC-008D-0834040724CA}.wem		\Containers\Default Work Unit\Objets\Elements de LD\Door_Open\Door_Open2		670304
	354428242	AMB_LoudWind	.cache\F7\{F77C3299-6DCF-1190-19CC-DA90AD0E08AB}.wem		\Containers\Default Work Unit\Ambiance\AMB_LoudWind		1458272
	364748855	FootstepsSandRun 17	.cache\D2\{D2972DC9-56F4-225D-3106-F75FA7E7C48B}.wem		\Containers\Default Work Unit\Joueur\Deplacement\Run\SandRun\FootstepsSandRun 17		48480
	371682056	PlayerHealing 2	.cache\CA\{CA52A191-9079-0EBA-657F-B2F04FD62321}.wem		\Containers\Default Work Unit\Joueur\Feedbacks\PlayerHealing\PlayerHealing 2		613984
	376331356	DownedBreath 6	.cache\CB\{CB2CB22A-CFD7-A4A8-A0D3-B34E42152201}.wem		\Containers\Default Work Unit\Joueur\Etats\DownedBreath\DownedBreath 6		126816
	386978507	DownedFall 8	.cache\57\{5798CF92-659E-C62E-C536-5EDDBA43007E}.wem		\Containers\Default Work Unit\Joueur\Feedbacks\DownedFall\DownedFall 8		165984
	391905191	FootstepsSandRun 3	.cache\92\{922926FB-0402-C7D8-6976-0751FD68D503}.wem		\Containers\Default Work Unit\Joueur\Deplacement\Run\SandRun\FootstepsSandRun 3		52176
	403097929	FootstepsStoneRun 1	.cache\DA\{DA8BD0DC-7559-9976-2BAD-D555B6A4FD40}.wem		\Containers\Default Work Unit\Joueur\Deplacement\Run\StoneRun\FootstepsStoneRun 1		63280
	403290721	FootstepsBasicEnnemyRun 15	.cache\95\{9540F65D-00B4-EA17-A23F-41ED55872A39}.wem		\Containers\Default Work Unit\Ennemis\Fidele\BasicEnnemyMovement\BasicEnnemyRun\FootstepsBasicEnnemyRun 15		32576
	403493255	FootstepsStoneRun 4	.cache\B4\{B4FDAEBD-B7F4-B42F-0A48-E7833392594C}.wem		\Containers\Default Work Unit\Joueur\Deplacement\Run\StoneRun\FootstepsStoneRun 4		69200
	410635671	FootstepsBasicEnnemyRun 6	.cache\10\{10CC30D6-376B-D8E1-D1AE-9D3AE5754CF8}.wem		\Containers\Default Work Unit\Ennemis\Fidele\BasicEnnemyMovement\BasicEnnemyRun\FootstepsBasicEnnemyRun 6		50544
	414622692	FootstepsStoneRun 9	.cache\A9\{A96794E2-1C89-E3DB-CDC5-8556CE7B2A4B}.wem		\Containers\Default Work Unit\Joueur\Deplacement\Run\StoneRun\FootstepsStoneRun 9		73096
	420583643	Door_Open3	.cache\A6\{A6E51F56-A712-9D76-FEF1-29EF2B3B31BB}.wem		\Containers\Default Work Unit\Objets\Elements de LD\Door_Open\Door_Open3		1261664
	424882500	Door_Open1	.cache\D8\{D8AE9875-C677-D776-C773-3358DA4FA1FF}.wem		\Containers\Default Work Unit\Objets\Elements de LD\Door_Open\Door_Open1		1017952
	427103364	PlayerHealing 1	.cache\E2\{E20D3A7F-D2A9-094B-D876-D97595857A78}.wem		\Containers\Default Work Unit\Joueur\Feedbacks\PlayerHealing\PlayerHealing 1		361056
	436998747	DownedBreath 1	.cache\D2\{D22CC55D-0BDE-B51F-5A10-AA6B9859CB40}.wem		\Containers\Default Work Unit\Joueur\Etats\DownedBreath\DownedBreath 1		148940
	438106016	DownedFall 5	.cache\65\{653A6A63-4C3E-AB85-DD62-50F3B35EAEBE}.wem		\Containers\Default Work Unit\Joueur\Feedbacks\DownedFall\DownedFall 5		149600
	445279208	FootstepsBasicEnnemyRun 16	.cache\1B\{1B4E69AF-BF36-420D-F546-55139425E706}.wem		\Containers\Default Work Unit\Ennemis\Fidele\BasicEnnemyMovement\BasicEnnemyRun\FootstepsBasicEnnemyRun 16		45564
	459379487	Trap_Spike 1	.cache\FE\{FE1F1DE7-4DEE-AD78-5158-68DA17FB50F7}.wem		\Containers\Default Work Unit\Objets\Elements de LD\Trap\Trap_Spike\Trap_Spike 1		76896
	466139768	FootstepsWoodRun 14	.cache\19\{19DCDFDB-FF2B-A1BB-B8E9-8FECE9C36DDF}.wem		\Containers\Default Work Unit\Joueur\Deplacement\Run\WoodRun\FootstepsWoodRun 14		52800
	472487270	AMB_EerieWhistle	.cache\16\{160867BC-599B-0540-B4A0-D02256720EFA}.wem		\Containers\Default Work Unit\Ambiance\AMB_EerieWhistle\AMB_EerieWhistle		4874336
	473960840	FIDELE_ATTACK_4	.cache\F2\{F2211B79-9105-4747-3FEA-8E84280F5F35}.wem		\Containers\Default Work Unit\Ennemis\Fidele\BasicEnnemyAttack\FIDELE_ATTACK_4		435552
	475726858	DownedBreath 3	.cache\E7\{E7A67B2B-D263-1301-62ED-D1373428B7C6}.wem		\Containers\Default Work Unit\Joueur\Etats\DownedBreath\DownedBreath 3		184416
	481772735	FootstepsWoodRun 2	.cache\75\{75DFC6B6-E69B-673D-D608-4240AC7107EF}.wem		\Containers\Default Work Unit\Joueur\Deplacement\Run\WoodRun\FootstepsWoodRun 2		65600
	488103134	Trap_Spike 2	.cache\82\{8264B588-1A6B-A1B1-BB9F-748E92905FBF}.wem		\Containers\Default Work Unit\Objets\Elements de LD\Trap\Trap_Spike\Trap_Spike 2		76896
	492429887	AMB_Sand	.cache\E7\{E738D13F-EDFB-1955-A7A8-048B50E4B01C}.wem		\Containers\Default Work Unit\Ambiance\AMB_Sandfall\AMB_Sand		1088996
	494666904	FootstepsWoodRun 23	.cache\B5\{B586E743-DD94-F7F3-8812-86BF31C6F60C}.wem		\Containers\Default Work Unit\Joueur\Deplacement\Run\WoodRun\FootstepsWoodRun 23		51856
	496150298	FootstepsEliteEnnemyRun 1	.cache\A3\{A350908B-C671-4E5F-C491-A452B94F3AAD}.wem		\Containers\Default Work Unit\Ennemis\Zeloth\EliteEnnemyMovement\EliteEnnemyRun\FootstepsEliteEnnemyRun 1		49844
	500411705	FootstepsWoodRun 1	.cache\83\{833CE7FC-0943-6806-8AB9-E75E1C007D56}.wem		\Containers\Default Work Unit\Joueur\Deplacement\Run\WoodRun\FootstepsWoodRun 1		68304
	508491698	FootstepsBasicEnnemyRun 3	.cache\4A\{4A210E0D-ED17-1DBC-1C43-B73AD007D1D0}.wem		\Containers\Default Work Unit\Ennemis\Fidele\BasicEnnemyMovement\BasicEnnemyRun\FootstepsBasicEnnemyRun 3		48624
	519030112	FootstepsSandRun 12	.cache\1D\{1D4CA381-B480-5EB0-3178-F0444F025F7D}.wem		\Containers\Default Work Unit\Joueur\Deplacement\Run\SandRun\FootstepsSandRun 12		54928
	533567679	Palanquin_Inventory 3	.cache\17\{17A566D3-BBAB-6407-207B-929540842680}.wem		\Containers\Default Work Unit\Objets\Elements de LD\Palanquin\Palanquin_Inventory\Palanquin_Inventory 3		322656
	551340501	FootstepsEliteEnnemyRun 2	.cache\35\{35A69B06-33CC-37A4-FAD6-494142B4E863}.wem		\Containers\Default Work Unit\Ennemis\Zeloth\EliteEnnemyMovement\EliteEnnemyRun\FootstepsEliteEnnemyRun 2		45080
	557907878	PlayerDying 5	.cache\A0\{A0518DCB-D803-907D-A3D1-3D691256CBA6}.wem		\Containers\Default Work Unit\Joueur\Feedbacks\PlayerDying\PlayerDying 5		116596
	567161896	DownedFall 7	.cache\A8\{A8E20313-F380-553D-2C38-B6B3061853F8}.wem		\Containers\Default Work Unit\Joueur\Feedbacks\DownedFall\DownedFall 7		321632
	569646174	Palanquin_Start 2	.cache\D7\{D70CDF1D-C358-D558-25B4-74FA77823C01}.wem		\Containers\Default Work Unit\Objets\Elements de LD\Palanquin\Palanquin\Palanquin_Start\Palanquin_Start 2		401504
	569698990	Palanquin_Inventory 4	.cache\C9\{C9226DF3-1119-69CE-07C8-D3A90E8F4E2F}.wem		\Containers\Default Work Unit\Objets\Elements de LD\Palanquin\Palanquin_Inventory\Palanquin_Inventory 4		418912
	574721267	DownedFall 2	.cache\B9\{B9E6CA7E-14CB-539D-97E8-3B8451ACC0BA}.wem		\Containers\Default Work Unit\Joueur\Feedbacks\DownedFall\DownedFall 2		194656
	575181047	AMB_sand2	.cache\BE\{BE9FD1C8-999E-C172-B746-5E4650D21F8C}.wem		\Containers\Default Work Unit\Ambiance\AMB_Sandfall\AMB_sand2		794836
	586116203	AMB_Crackle2-01	.cache\30\{302A0B8E-E810-737B-D656-22C135EECF42}.wem		\Containers\Default Work Unit\Ambiance\AMB_Crackle\AMB_Crackle2-01		656736
	589087457	FootstepsStoneRun 13	.cache\4F\{4F58A0F2-59E7-B58C-B858-CFE2D8937F1B}.wem		\Containers\Default Work Unit\Joueur\Deplacement\Run\StoneRun\FootstepsStoneRun 13		66544
	592561856	FootstepsWoodRun 16	.cache\1A\{1A432C82-0B7C-9C13-FE75-A93F71CAEAF1}.wem		\Containers\Default Work Unit\Joueur\Deplacement\Run\WoodRun\FootstepsWoodRun 16		58192
	595457668	AMB_EerieWhistle4	.cache\5F\{5F8C6E73-8C7C-EAD0-8C97-22A29AC06970}.wem		\Containers\Default Work Unit\Ambiance\AMB_EerieWhistle\AMB_EerieWhistle4		4845664
	596878634	DownedFall 3	.cache\BD\{BD695707-2502-7441-C3AB-62E92373472D}.wem		\Containers\Default Work Unit\Joueur\Feedbacks\DownedFall\DownedFall 3		243808
	614599972	ZELOTH_CLAC-cm-01	.cache\84\{84E5CA5A-9284-8E90-73EB-A5FCF0E538B8}.wem		\Containers\Default Work Unit\Ennemis\Zeloth\Zeloth_Idle\ZELOTH_CLAC-cm-01		992864
	614606467	FootstepsWoodRun 7	.cache\95\{95FC8603-4F24-8172-3DF7-364E2EA750F0}.wem		\Containers\Default Work Unit\Joueur\Deplacement\Run\WoodRun\FootstepsWoodRun 7		54896
	622017135	FootstepsEliteEnnemyRun 12	.cache\75\{756682D3-8C8D-E0ED-0220-CBEC10BACFBA}.wem		\Containers\Default Work Unit\Ennemis\Zeloth\EliteEnnemyMovement\EliteEnnemyRun\FootstepsEliteEnnemyRun 12		51188
